dep_com;idp_refugie_last_month;idp_refugie_3_months;food_access_no;mean_existence_access_no;market_access;security_feeling_no;health_access_no;education_access_no;diff_info_access;diff_info_access_no;nutri_programme;enough_water_access_no;pdi_vivant_cond_adeq_no;abris_dommages;procuration_savon;tel_mobile;settlement_assessed_num;ki_num;n;dep_percentage
passore_arbolle;0,00000000;0,00000000;0,25000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,50000000;0,5000000;1,00000000;0,0000000;1,0000000;0,00000000;0,5000000;0,75000000; 4; 4; 55;0,07272727
passore_bagare;0,00000000;0,00000000;0,50000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;1,00000000;0,0000000;1,00000000;0,0000000;0,5000000;0,00000000;1,0000000;1,00000000; 2; 2; 26;0,07692308
passore_boken;0,00000000;0,00000000;0,66666667;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,33333333;0,6666667;1,00000000;0,6666667;1,0000000;0,00000000;0,6666667;1,00000000; 3; 4; 57;0,05263158
passore_gomponsom;0,00000000;0,20000000;0,40000000;0,00000000;1,0000000;0,20000000;0,00000000;0,00000000;0,20000000;0,8000000;1,00000000;0,2000000;0,0000000;0,00000000;0,6000000;0,60000000; 5; 5; 19;0,26315789
passore_kirsi;0,00000000;0,00000000;0,50000000;0,00000000;1,0000000;0,50000000;0,00000000;0,00000000;1,00000000;0,0000000;1,00000000;0,5000000;NA;0,00000000;1,0000000;1,00000000; 2; 2; 17;0,11764706
passore_la_toden;0,00000000;0,00000000;0,50000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;NA;0,00000000;0,5000000;1,00000000; 2; 2; 26;0,07692308
passore_pilimpikou;0,00000000;0,00000000;1,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;1,0000000;NA;0,00000000;0,0000000;1,00000000; 1; 1; 15;0,06666667
passore_samba;0,00000000;0,00000000;0,20000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,4000000;0,0000000;0,00000000;0,4000000;0,80000000; 5; 5; 30;0,16666667
passore_yako;0,00000000;0,00000000;0,28571429;0,00000000;1,0000000;0,14285714;0,00000000;0,00000000;0,14285714;0,8571429;1,00000000;0,4285714;0,0000000;0,00000000;0,1428571;1,00000000; 7; 7; 58;0,12068966
sanmatenga_barsalogho;0,00000000;0,22222222;0,33333333;0,44444444;1,0000000;0,44444444;0,00000000;0,33333333;0,00000000;1,0000000;1,00000000;0,6666667;0,7500000;0,00000000;0,2222222;1,00000000; 9; 9; 77;0,11688312
sanmatenga_boussouma;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,87500000;0,1250000;0,5000000;0,00000000;0,0000000;1,00000000; 8;13; 90;0,08888889
sanmatenga_dablo;0,00000000;0,00000000;1,00000000;1,00000000;1,0000000;1,00000000;0,00000000;1,00000000;0,00000000;1,0000000;1,00000000;1,0000000;1,0000000;0,00000000;1,0000000;0,00000000; 1; 3; 19;0,05263158
sanmatenga_kaya;0,00000000;0,00000000;0,10000000;0,10000000;1,0000000;0,10000000;0,00000000;0,00000000;0,10000000;0,9000000;1,00000000;0,2000000;0,6000000;0,00000000;0,1000000;1,00000000;10;15; 86;0,11627907
sanmatenga_korsimoro;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,1428571;0,2857143;0,00000000;0,0000000;1,00000000; 7; 9; 60;0,11666667
sanmatenga_mane;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;0,3333333;0,00000000;0,0000000;1,00000000; 6;14; 71;0,08450704
sanmatenga_namissiguima;0,00000000;0,25000000;0,50000000;1,00000000;1,0000000;0,50000000;0,00000000;1,00000000;0,00000000;1,0000000;1,00000000;0,2500000;0,7500000;0,00000000;0,5000000;0,50000000; 4; 4; 25;0,16000000
sanmatenga_pensa;0,00000000;0,20000000;0,80000000;0,60000000;1,0000000;0,60000000;0,00000000;1,00000000;0,40000000;0,6000000;1,00000000;0,4000000;0,0000000;0,00000000;0,4000000;0,80000000; 5; 5; 39;0,12820513
sanmatenga_pibaore;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;0,0000000;0,00000000;0,0000000;0,75000000; 4; 5; 29;0,13793103
sanmatenga_pissila;0,00000000;0,22222222;0,11111111;0,22222222;1,0000000;0,00000000;0,00000000;0,11111111;0,00000000;1,0000000;1,00000000;0,3333333;0,4444444;0,00000000;0,1111111;1,00000000; 9;12; 78;0,11538462
sanmatenga_ziga;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,20000000;0,8000000;1,00000000;0,4000000;0,6000000;0,00000000;0,0000000;1,00000000; 5;10; 52;0,09615385
say_ouro_gueladjo;0,00000000;0,00000000;0,33333333;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;NA;0,00000000;0,3333333;1,00000000; 3; 3; 53;0,05660377
say_say;0,00000000;0,00000000;0,27272727;0,18181818;1,0000000;0,18181818;0,00000000;0,09090909;0,18181818;0,8181818;0,81818182;0,2727273;NA;0,18181818;0,4545455;0,81818182;11;20; 95;0,11578947
say_tamou;0,00000000;0,00000000;0,46153846;0,00000000;1,0000000;0,00000000;0,07692308;0,00000000;0,07692308;0,9230769;0,84615385;0,3076923;NA;0,15384615;0,3076923;0,76923077;13;18;230;0,05652174
seno_bani;0,20000000;0,20000000;0,40000000;0,20000000;1,0000000;0,00000000;0,00000000;0,40000000;0,20000000;0,8000000;1,00000000;1,0000000;0,4000000;0,00000000;0,0000000;0,80000000; 5; 8; 76;0,06578947
seno_dori;0,14285714;0,21428571;0,21428571;0,07142857;1,0000000;0,14285714;0,00000000;0,35714286;0,14285714;0,8571429;1,00000000;0,6428571;0,4285714;0,00000000;0,1428571;1,00000000;14;15;131;0,10687023
seno_falagountou;0,00000000;0,20000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;0,2000000;0,00000000;0,4000000;1,00000000; 5; 5; 25;0,20000000
seno_gorgadji;0,25000000;0,25000000;1,00000000;1,00000000;1,0000000;0,75000000;0,00000000;1,00000000;0,50000000;0,5000000;1,00000000;0,2500000;0,0000000;0,00000000;0,7500000;0,75000000; 4; 5; 33;0,12121212
seno_sampelga;0,50000000;0,50000000;0,50000000;0,50000000;1,0000000;0,50000000;0,00000000;1,00000000;1,00000000;0,0000000;1,00000000;0,5000000;0,5000000;0,00000000;0,0000000;1,00000000; 2; 3; 14;0,14285714
seno_seytenga;0,00000000;0,33333333;0,00000000;0,00000000;1,0000000;0,33333333;0,00000000;0,66666667;0,33333333;0,6666667;1,00000000;0,6666667;0,6666667;0,00000000;0,3333333;0,66666667; 3; 5; 36;0,08333333
soum_arbinda;0,33333333;0,33333333;0,66666667;0,66666667;1,0000000;0,66666667;0,00000000;1,00000000;0,00000000;1,0000000;1,00000000;1,0000000;0,6666667;0,00000000;0,3333333;1,00000000; 3; 6;103;0,02912621
soum_baraboule;0,00000000;0,12500000;0,87500000;0,87500000;0,8750000;0,75000000;0,37500000;1,00000000;0,50000000;0,5000000;0,75000000;0,5000000;1,0000000;0,12500000;0,7500000;0,37500000; 8; 9; 55;0,14545455
soum_diguel;0,00000000;0,00000000;0,50000000;0,00000000;1,0000000;0,00000000;0,00000000;1,00000000;0,50000000;0,5000000;1,00000000;0,7500000;0,2500000;0,00000000;0,2500000;0,75000000; 4; 5; 24;0,16666667
soum_djibo;0,00000000;0,25000000;1,00000000;0,75000000;1,0000000;0,25000000;0,00000000;0,75000000;0,25000000;0,7500000;1,00000000;0,7500000;1,0000000;0,00000000;0,5000000;1,00000000; 4; 6; 54;0,07407407
soum_kelbo;0,50000000;0,50000000;1,00000000;1,00000000;1,0000000;0,50000000;0,00000000;1,00000000;0,00000000;1,0000000;1,00000000;0,5000000;0,5000000;0,00000000;0,5000000;1,00000000; 2; 2; 13;0,15384615
soum_koutougou;0,00000000;0,00000000;0,75000000;0,50000000;1,0000000;0,50000000;0,00000000;1,00000000;0,50000000;0,5000000;1,00000000;0,7500000;0,2500000;0,00000000;0,2500000;0,75000000; 4; 4; 49;0,08163265
soum_nassoumbou;0,00000000;0,00000000;1,00000000;1,00000000;1,0000000;0,50000000;0,25000000;1,00000000;0,25000000;0,7500000;0,75000000;0,2500000;0,5000000;0,00000000;0,7500000;0,75000000; 4; 6; 67;0,05970149
soum_pobe_mengao;0,00000000;0,33333333;1,00000000;1,00000000;1,0000000;0,33333333;0,00000000;1,00000000;0,33333333;0,6666667;1,00000000;1,0000000;1,0000000;0,00000000;1,0000000;1,00000000; 3; 3; 12;0,25000000
soum_tongomayel;0,00000000;0,00000000;0,87500000;0,62500000;0,8750000;0,75000000;0,25000000;1,00000000;0,62500000;0,3750000;0,75000000;0,6250000;1,0000000;0,00000000;0,5000000;0,62500000; 8;10; 98;0,08163265
tapoa_botou;0,00000000;0,00000000;0,75000000;0,41666667;0,9166667;0,58333333;0,08333333;1,00000000;0,33333333;0,6666667;0,91666667;0,8333333;NA;0,00000000;1,0000000;0,83333333;12;13; 96;0,12500000
tapoa_diapaga;0,12500000;0,12500000;0,00000000;0,00000000;1,0000000;0,25000000;0,00000000;0,25000000;0,00000000;1,0000000;1,00000000;0,5000000;0,6666667;0,00000000;0,2500000;1,00000000; 8; 9; 49;0,16326531
tapoa_kantchari;0,07142857;0,14285714;0,14285714;0,07142857;1,0000000;0,14285714;0,07142857;0,57142857;0,00000000;1,0000000;0,92857143;0,4285714;1,0000000;0,00000000;0,7857143;0,42857143;14;17; 92;0,15217391
tapoa_logbou;0,00000000;0,50000000;0,50000000;0,00000000;1,0000000;1,00000000;0,00000000;1,00000000;0,50000000;0,5000000;1,00000000;1,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 2; 3;  7;0,28571429
tapoa_namouno;0,33333333;0,33333333;0,66666667;0,33333333;1,0000000;0,33333333;0,00000000;0,33333333;0,00000000;1,0000000;1,00000000;0,6666667;0,5000000;0,00000000;1,0000000;1,00000000; 3; 3;  1;3,00000000
tapoa_partiaga;0,00000000;0,00000000;1,00000000;0,33333333;1,0000000;0,33333333;0,00000000;0,66666667;0,33333333;0,6666667;1,00000000;0,3333333;0,0000000;0,00000000;1,0000000;1,00000000; 3; 3; 15;0,20000000
tapoa_tambaga;1,00000000;1,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;1,0000000;0,0000000;0,00000000;1,0000000;1,00000000; 1; 3;  4;0,25000000
tapoa_tansarga;0,25000000;0,25000000;0,00000000;0,25000000;1,0000000;0,25000000;0,00000000;1,00000000;0,00000000;1,0000000;1,00000000;0,2500000;0,0000000;0,00000000;0,7500000;1,00000000; 4; 5;  2;2,00000000
tassara_tassara;0,06666667;0,06666667;0,63333333;0,70000000;0,5000000;0,50000000;0,26666667;0,16666667;0,30000000;0,7000000;0,40000000;0,2666667;0,1428571;0,03333333;0,5666667;0,66666667;30;48; 43;0,69767442
tenenkou_diafarabe;0,00000000;0,33333333;0,33333333;0,33333333;0,6666667;1,00000000;0,33333333;0,33333333;0,00000000;1,0000000;0,66666667;0,0000000;0,6666667;0,00000000;0,0000000;1,00000000; 3; 3; 19;0,15789474
tenenkou_diaka;0,00000000;0,00000000;0,33333333;0,33333333;0,3333333;1,00000000;0,00000000;0,66666667;0,00000000;1,0000000;0,33333333;0,0000000;1,0000000;0,00000000;0,6666667;1,00000000; 3; 3; 42;0,07142857
tenenkou_diondiori;0,00000000;0,25000000;0,75000000;0,50000000;0,5000000;1,00000000;0,75000000;0,75000000;0,00000000;1,0000000;0,25000000;0,2500000;1,0000000;0,00000000;0,5000000;1,00000000; 4; 4; 53;0,07547170
tenenkou_kareri;0,00000000;0,33333333;0,66666667;0,66666667;0,3333333;1,00000000;0,33333333;1,00000000;0,00000000;1,0000000;1,00000000;0,6666667;1,0000000;0,00000000;0,6666667;1,00000000; 3; 3; 84;0,03571429
tenenkou_kouboulou;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,00000000;1,00000000;0,00000000;1,0000000;1,00000000;0,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 1; 1;NA;NA
tenenkou_ouro_ardo;0,00000000;0,00000000;0,66666667;0,66666667;0,6666667;1,00000000;0,66666667;0,33333333;0,00000000;1,0000000;0,33333333;0,3333333;NA;0,00000000;0,3333333;1,00000000; 3; 4; 32;0,09375000
tenenkou_ouro_guire;0,00000000;0,00000000;0,25000000;0,25000000;0,5000000;1,00000000;0,50000000;0,50000000;0,00000000;1,0000000;0,25000000;0,0000000;NA;0,00000000;0,2500000;1,00000000; 4; 4; 15;0,26666667
tenenkou_sougoulbe;0,00000000;0,00000000;0,33333333;0,00000000;0,6666667;1,00000000;0,33333333;0,66666667;0,00000000;1,0000000;0,33333333;0,0000000;1,0000000;0,00000000;0,6666667;0,66666667; 3; 3; 29;0,10344828
tenenkou_tenenkou;0,00000000;0,00000000;0,50000000;0,50000000;1,0000000;1,00000000;0,00000000;0,50000000;0,00000000;1,0000000;1,00000000;0,5000000;1,0000000;0,00000000;0,0000000;1,00000000; 2; 2;  1;2,00000000
tenenkou_togoro_kotia;0,00000000;0,00000000;0,50000000;0,75000000;0,0000000;1,00000000;0,50000000;1,00000000;0,00000000;1,0000000;0,25000000;0,2500000;NA;0,25000000;0,2500000;0,75000000; 4; 4; 22;0,18181818
tenenkou_toguere_coumbe;0,00000000;0,00000000;0,33333333;0,66666667;0,6666667;1,00000000;0,00000000;0,66666667;0,00000000;1,0000000;0,66666667;0,0000000;NA;0,00000000;0,0000000;1,00000000; 3; 3; 58;0,05172414
tera_diagourou;0,00000000;0,00000000;0,64285714;0,42857143;0,9285714;0,42857143;0,07142857;0,78571429;0,07142857;0,9285714;0,85714286;0,6428571;NA;0,00000000;0,5714286;0,64285714;14;26;159;0,08805031
tera_gorouol;0,00000000;0,00000000;0,58333333;0,25000000;1,0000000;0,50000000;0,00000000;0,08333333;0,50000000;0,4166667;0,91666667;0,4166667;NA;0,00000000;0,8333333;0,41666667;12;17; 88;0,13636364
tera_kokorou;0,00000000;0,00000000;0,53333333;0,40000000;1,0000000;0,20000000;0,00000000;0,20000000;0,06666667;0,9333333;0,80000000;0,4666667;NA;0,00000000;0,4000000;0,86666667;15;18;255;0,05882353
tera_mehana;0,00000000;0,00000000;0,31250000;0,31250000;1,0000000;0,06250000;0,00000000;0,00000000;0,50000000;0,5000000;0,93750000;0,3125000;NA;0,00000000;0,8125000;0,81250000;16;27; 89;0,17977528
tera_tera;0,00000000;0,00000000;0,56250000;0,25000000;1,0000000;0,25000000;0,00000000;0,12500000;0,12500000;0,8750000;0,75000000;0,6250000;1,0000000;0,00000000;0,6875000;0,75000000;16;27; 82;0,19512195
tidermene_tidermene;0,46153846;0,61538462;0,61538462;0,61538462;0,5384615;0,61538462;0,46153846;0,84615385;0,53846154;0,4615385;0,07692308;0,5384615;0,5000000;0,15384615;0,6923077;0,00000000;13;13; 10;1,30000000
tillaberi_anzourou;0,00000000;0,12500000;0,62500000;0,50000000;1,0000000;0,75000000;0,00000000;0,37500000;0,37500000;0,6250000;0,87500000;0,5000000;1,0000000;0,00000000;0,2500000;0,25000000; 8;11; 39;0,20512821
tillaberi_bibiyergou;0,00000000;0,00000000;1,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;1,0000000;NA;0,00000000;0,0000000;0,00000000; 1; 1; 12;0,08333333
tillaberi_dessa;0,00000000;0,00000000;0,20000000;0,00000000;1,0000000;0,60000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,2000000;NA;0,00000000;0,0000000;1,00000000; 5;10; 60;0,08333333
tillaberi_kourteye;0,00000000;0,00000000;0,61538462;0,07692308;1,0000000;0,07692308;0,00000000;0,00000000;0,15384615;0,8461538;0,92307692;0,6153846;NA;0,07692308;0,3846154;0,53846154;13;23;241;0,05394191
tillaberi_sakoira;0,00000000;0,12500000;0,37500000;0,25000000;1,0000000;0,12500000;0,00000000;0,00000000;0,37500000;0,6250000;1,00000000;0,6250000;1,0000000;0,00000000;0,3750000;0,87500000; 8;20; 83;0,09638554
tillaberi_sinder;0,00000000;0,00000000;0,66666667;0,50000000;1,0000000;0,33333333;0,00000000;0,00000000;0,16666667;0,8333333;0,83333333;0,5000000;NA;0,00000000;0,6666667;0,83333333; 6;14; 75;0,08000000
tillaberi_tillaberi;0,00000000;0,00000000;0,41666667;0,33333333;1,0000000;0,08333333;0,00000000;0,00000000;0,08333333;0,9166667;0,91666667;0,4166667;NA;0,16666667;0,2500000;0,66666667;12;26; 37;0,32432432
tillia_tillia;0,09090909;0,09090909;0,50000000;0,50000000;0,9090909;0,50000000;0,22727273;0,18181818;0,31818182;0,6818182;0,63636364;0,3636364;0,1666667;0,09090909;0,2727273;0,81818182;22;38; 36;0,61111111
tombouctou_alafia;0,00000000;0,00000000;0,00000000;0,50000000;0,5000000;0,00000000;0,50000000;0,00000000;0,00000000;1,0000000;0,50000000;0,0000000;NA;0,00000000;0,5000000;0,50000000; 2; 2; 23;0,08695652
tombouctou_ber;0,00000000;0,00000000;0,66666667;0,66666667;0,6666667;1,00000000;1,00000000;0,66666667;0,66666667;0,3333333;0,00000000;0,3333333;NA;0,00000000;0,6666667;0,33333333; 3; 3; 22;0,13636364
tombouctou_bourem_inaly;0,00000000;0,50000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;0,0000000;0,00000000;0,0000000;0,00000000; 2; 2; 17;0,11764706
tombouctou_lafia;0,00000000;0,00000000;0,00000000;0,00000000;0,5000000;0,50000000;0,50000000;0,50000000;0,50000000;0,5000000;0,50000000;0,0000000;NA;0,00000000;0,5000000;0,50000000; 2; 2; 15;0,13333333
tombouctou_salam;0,00000000;0,00000000;0,50000000;0,50000000;0,0000000;0,50000000;1,00000000;0,50000000;0,50000000;0,5000000;0,00000000;0,5000000;NA;0,00000000;1,0000000;0,00000000; 2; 2; 34;0,05882353
tombouctou_tombouctou;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,60000000;0,0000000;0,0000000;0,00000000;0,0000000;0,40000000; 5; 5; 13;0,38461538
torodi_makalondi;0,00000000;0,00000000;0,44444444;0,11111111;1,0000000;0,22222222;0,00000000;0,22222222;0,11111111;0,8888889;0,77777778;0,4444444;1,0000000;0,11111111;0,5555556;0,88888889; 9;15;139;0,06474820
torodi_torodi;0,00000000;0,00000000;0,55555556;0,44444444;1,0000000;0,50000000;0,00000000;0,38888889;0,00000000;1,0000000;0,55555556;0,5000000;NA;0,00000000;0,6111111;1,00000000;18;24;207;0,08695652
yagha_boundore;0,00000000;0,40000000;0,80000000;0,60000000;0,6000000;0,60000000;0,40000000;1,00000000;0,20000000;0,8000000;0,60000000;0,8000000;0,3333333;0,00000000;0,6000000;0,80000000; 5; 5; 32;0,15625000
yagha_mansila;0,33333333;1,00000000;1,00000000;1,00000000;0,6666667;1,00000000;0,00000000;1,00000000;0,33333333;0,6666667;1,00000000;1,0000000;1,0000000;0,00000000;0,6666667;1,00000000; 3; 3; 45;0,06666667
yagha_sebba;0,25000000;0,75000000;0,00000000;0,50000000;1,0000000;0,00000000;0,00000000;0,75000000;0,00000000;1,0000000;1,00000000;1,0000000;0,7500000;0,00000000;0,2500000;1,00000000; 4; 4; 59;0,06779661
yagha_solhan;0,00000000;0,80000000;0,80000000;0,80000000;1,0000000;0,40000000;0,00000000;1,00000000;0,40000000;0,6000000;1,00000000;0,6000000;0,8000000;0,00000000;0,6000000;0,80000000; 5; 5; 65;0,07692308
yagha_tankougounadie;0,00000000;1,00000000;0,33333333;1,00000000;1,0000000;1,00000000;0,66666667;1,00000000;0,00000000;1,0000000;0,33333333;1,0000000;1,0000000;0,00000000;0,3333333;0,66666667; 3; 3; 27;0,11111111
yagha_titabe;0,25000000;1,00000000;0,50000000;1,00000000;0,7500000;1,00000000;0,00000000;1,00000000;0,25000000;0,7500000;1,00000000;0,7500000;0,5000000;0,00000000;0,2500000;1,00000000; 4; 4; 33;0,12121212
yatenga_barga;0,40000000;0,60000000;0,60000000;0,80000000;0,6000000;1,00000000;0,00000000;0,60000000;0,00000000;1,0000000;1,00000000;0,0000000;1,0000000;0,00000000;0,8000000;1,00000000; 5; 5; 15;0,33333333
yatenga_kain;0,00000000;0,00000000;1,00000000;1,00000000;0,4285714;1,00000000;0,00000000;1,00000000;0,14285714;0,8571429;1,00000000;0,2857143;1,0000000;0,00000000;0,8571429;0,85714286; 7; 7; 16;0,43750000
yatenga_kalsaka;0,14285714;0,14285714;0,14285714;0,00000000;1,0000000;0,14285714;0,00000000;0,00000000;0,28571429;0,7142857;1,00000000;0,2857143;0,4285714;0,00000000;0,4285714;1,00000000; 7; 7; 42;0,16666667
yatenga_kossouka;0,00000000;0,50000000;0,00000000;0,00000000;1,0000000;0,50000000;0,00000000;0,00000000;0,50000000;0,5000000;1,00000000;0,5000000;0,0000000;0,00000000;1,0000000;1,00000000; 2; 2; 11;0,18181818
yatenga_koumbri;0,40000000;0,60000000;0,60000000;1,00000000;0,2000000;1,00000000;0,00000000;1,00000000;0,20000000;0,8000000;1,00000000;0,4000000;0,6666667;0,20000000;0,8000000;1,00000000; 5; 5; 22;0,22727273
yatenga_namissiguima;0,28571429;0,28571429;0,28571429;0,14285714;1,0000000;0,00000000;0,00000000;0,00000000;0,71428571;0,2857143;1,00000000;0,2857143;0,3333333;0,00000000;0,8571429;1,00000000; 7; 8; 26;0,26923077
yatenga_ouahigouya;0,54545455;0,72727273;0,36363636;0,18181818;1,0000000;0,27272727;0,00000000;0,00000000;0,72727273;0,2727273;1,00000000;0,1818182;0,7272727;0,00000000;0,3636364;1,00000000;11;11; 53;0,20754717
yatenga_oula;0,10000000;0,20000000;0,00000000;0,00000000;1,0000000;0,20000000;0,00000000;0,00000000;0,60000000;0,4000000;1,00000000;0,1000000;0,2857143;0,00000000;0,4000000;1,00000000;10;10; 47;0,21276596
yatenga_rambo;0,00000000;0,33333333;0,33333333;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,33333333;0,6666667;1,00000000;0,6666667;1,0000000;0,00000000;0,6666667;1,00000000; 3; 4; 17;0,17647059
yatenga_senguenega;0,00000000;0,00000000;0,22222222;0,11111111;1,0000000;0,11111111;0,00000000;0,00000000;0,33333333;0,6666667;1,00000000;0,2222222;0,2857143;0,00000000;0,5555556;1,00000000; 9; 9; 35;0,25714286
yatenga_tangaye;0,20000000;0,20000000;1,00000000;1,00000000;0,8000000;0,80000000;0,00000000;1,00000000;0,40000000;0,6000000;1,00000000;0,2000000;1,0000000;0,00000000;0,6000000;1,00000000; 5; 5; 34;0,14705882
yatenga_thiou;0,00000000;0,10000000;1,00000000;1,00000000;0,9000000;0,80000000;0,10000000;0,70000000;0,20000000;0,8000000;0,90000000;0,0000000;1,0000000;0,00000000;0,8000000;1,00000000;10;11; 48;0,20833333
yatenga_zogore;0,14285714;0,28571429;0,42857143;0,28571429;1,0000000;0,57142857;0,00000000;0,00000000;0,71428571;0,2857143;1,00000000;0,2857143;0,8000000;0,00000000;0,7142857;1,00000000; 7; 7; 21;0,33333333
youwarou_bimbere_tama;0,00000000;0,33333333;0,66666667;0,66666667;0,3333333;1,00000000;0,66666667;0,66666667;0,00000000;1,0000000;0,66666667;0,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 3; 3; 16;0,18750000
youwarou_deboye;0,00000000;0,00000000;0,00000000;0,50000000;0,5000000;1,00000000;0,50000000;0,00000000;0,00000000;1,0000000;0,50000000;0,0000000;NA;0,00000000;0,0000000;1,00000000; 2; 2; 43;0,04651163
youwarou_dirma;0,00000000;0,33333333;0,33333333;0,33333333;1,0000000;1,00000000;0,00000000;0,66666667;0,00000000;1,0000000;0,66666667;0,3333333;1,0000000;0,00000000;0,0000000;1,00000000; 3; 3; 29;0,10344828
youwarou_dongo;0,00000000;0,00000000;0,50000000;0,75000000;0,5000000;1,00000000;0,50000000;1,00000000;0,00000000;1,0000000;0,50000000;0,2500000;1,0000000;0,00000000;0,5000000;1,00000000; 4; 4; 18;0,22222222
youwarou_farimake;0,00000000;0,25000000;0,50000000;0,50000000;0,5000000;1,00000000;0,75000000;1,00000000;0,25000000;0,7500000;0,25000000;0,2500000;1,0000000;0,00000000;0,0000000;0,75000000; 4; 4; 35;0,11428571
youwarou_n_dodjiga;0,00000000;0,00000000;0,66666667;0,66666667;1,0000000;1,00000000;1,00000000;1,00000000;0,00000000;1,0000000;0,00000000;0,3333333;1,0000000;0,00000000;0,0000000;1,00000000; 3; 3; 61;0,04918033
youwarou_youwarou;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,33333333;0,33333333;0,00000000;1,0000000;1,00000000;0,0000000;0,5000000;0,00000000;0,0000000;1,00000000; 3; 3; 31;0,09677419
zondoma_bassi;0,00000000;0,00000000;0,60000000;0,00000000;1,0000000;0,20000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,2000000;0,6666667;0,00000000;0,4000000;1,00000000; 5; 5; 15;0,33333333
zondoma_boussou;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,16666667;0,8333333;1,00000000;0,3333333;0,0000000;0,00000000;0,6666667;1,00000000; 6; 6; 20;0,30000000
zondoma_goursi;0,00000000;0,09090909;0,09090909;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,27272727;0,7272727;1,00000000;0,0000000;0,3333333;0,00000000;0,4545455;1,00000000;11;11; 44;0,25000000
zondoma_leba;0,00000000;0,00000000;0,50000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,25000000;0,7500000;1,00000000;0,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 4; 4; 15;0,26666667
zondoma_tougo;0,00000000;0,00000000;0,50000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,25000000;0,7500000;1,00000000;0,0000000;NA;0,00000000;0,2500000;1,00000000; 4; 4; 24;0,16666667
